date,mean
2012-01-19,0.4496213545223
2012-01-20,0.46370049153120535
2012-01-21,0.6811144730183261
2012-01-22,0.4312306785358017
2012-01-23,0.1
2012-01-24,0.31611712285168686
2012-01-25,0.31625627783086974
2012-01-26,0.5425118767012892
2012-01-28,0.6119524492602361
2012-01-29,0.2644085571984054
2012-01-30,0.5206956634804143
2012-01-31,0.7555425883636178
2012-02-01,0.2883600091901556
2012-02-02,0.09711255148974257
2012-02-04,0.2740058188418624
2012-02-06,2.0407351732342107
2012-02-07,1.9249412138503337
2012-02-08,5.674291326007028
2012-02-09,0.2556244226432222
2012-02-10,1.105464480874317
2012-02-17,0.9341511446239654
2012-02-20,0.19988030565485898
2012-02-21,0.28819962272007726
2012-02-22,0.882342691129194
2012-02-23,0.5252200615837225
2012-02-24,0.43357572703247876
2012-02-25,0.35685903406948216
2012-02-26,0.5595186373782953
2012-02-27,4.011552418924976
2012-02-28,0.2799478888923346
2012-02-29,0.4683950987071961
2012-03-01,0.5735922631855574
2012-03-02,0.8054166180439989
2012-03-06,1.8705182183671536
2012-03-07,0.07362219437666251
2012-03-08,1.4116394145242737
2012-03-09,0.2896943006846888
2012-03-12,0.6457809708261871
2012-03-13,0.48488539474474307
2012-03-14,0.7324625464257399
2012-03-15,0.37000000000000005
2012-03-17,0.08888888888888893
2012-03-21,0.019741384845626108
2012-03-22,0.329682872402208
2012-03-23,0.37538676734044124
2012-03-27,0.29668752697453615
2012-03-29,0.5436331047579521
2012-03-30,1.1909108148584726
2012-03-31,0.8270207788144254
2012-04-01,0.5274748407161165
2012-04-02,0.70782091740975
2012-04-03,0.4896990900546324
2012-04-04,1.0268589896289164
2012-04-05,1.2607630131852632
2012-04-06,0.7915743338798457
2012-04-07,1.3339713983457206
2012-04-08,0.6079320062112034
2012-04-09,0.42130478868776405
2012-04-10,1.0472245595731737
2012-04-11,0.4858068129295289
2012-04-12,0.47167485242078233
2012-04-13,0.6125505020000281
2012-04-14,0.5020963177314879
2012-04-15,1.0923386747252541
2012-04-16,0.8593932245072678
2012-04-17,0.7225798977652436
2012-04-18,0.519009146217079
2012-04-19,0.7578615268792397
2012-04-20,0.9317996026460104
2012-04-21,1.063071739739009
2012-04-22,0.705539455068232
2012-04-23,0.4
2012-04-24,0.7534139450634023
2012-04-25,2.1032413755211388
2012-04-26,0.8040759008239141
2012-04-27,0.9213283621913035
2012-04-28,0.6611844623833472
2012-04-29,0.40675428285212384
2012-04-30,0.6066144147268314
2012-05-01,0.95608618341482
2012-05-03,0.6809835225218154
2012-05-04,0.5598613565658164
2012-05-05,0.37323990348983105
2012-05-06,0.7790546409810488
2012-05-07,0.2582693077140941
2012-05-08,0.31619007081221157
2012-05-09,0.39325204363907046
2012-05-11,0.4374166833000849
2012-05-12,0.7947095345024251
2012-05-13,0.522414054089477
2012-05-14,0.2869387405786888
2012-05-15,0.7296326073807695
2012-05-16,0.7939777770459827
2012-05-17,0.8262152343515302
2012-05-18,0.7036730378050639
2012-05-19,0.4443634389786394
2012-05-20,0.37742743461379064
2012-05-22,0.8763713891082916
2012-05-23,1.685407154440965
2012-05-24,0.6012595885344137
