date,mean
2012-01-19,0.22603247616212396
2012-01-20,0.4087142888306831
2012-01-21,0.3184364466637074
2012-01-22,0.25520948337579485
2012-01-23,0.07861215772400304
2012-01-25,0.6424859763427864
2012-01-26,0.5044938622853211
2012-01-28,0.27194169281742897
2012-01-29,0.14236497173056972
2012-01-30,0.2655262894230143
2012-01-31,0.4861671380141721
2012-02-01,0.3599577563143087
2012-02-02,0.12222418826860129
2012-02-04,0.13866618212462395
2012-02-05,2.2237203991461043
2012-02-06,0.566716669863606
2012-02-07,2.402322617504545
2012-02-08,4.25665636119699
2012-02-09,1.2388000898203904
2012-02-10,0.6814069022988939
2012-02-12,0.2955287370056171
2012-02-17,0.12540413418668842
2012-02-20,0.16951799414626803
2012-02-21,0.5046639542529586
2012-02-22,0.512856430274067
2012-02-23,0.23844380838012774
2012-02-24,0.2031228472926091
2012-02-25,0.23880164623077885
2012-02-26,0.32657384843681914
2012-02-27,0.5509764390507053
2012-02-28,0.12932535574429654
2012-02-29,0.24176707928656638
2012-03-01,0.2990705176508327
2012-03-02,0.6624295975573182
2012-03-04,0.36428571428571443
2012-03-05,0.839715547422603
2012-03-06,1.7491075847399646
2012-03-07,3.1289550810585895
2012-03-08,1.4057123870467267
2012-03-09,0.9316211083298706
2012-03-11,0.6000000000000001
2012-03-12,0.41394869367708725
2012-03-13,0.4841149884070652
2012-03-14,0.9139084507042274
2012-03-15,0.5123287671232879
2012-03-17,0.19850206892796107
2012-03-18,0.3669429097605893
2012-03-21,0.0
2012-03-22,0.15523507815999602
2012-03-23,0.4918129791646145
2012-03-27,0.32130596188111676
2012-03-29,0.6117103596380861
2012-03-30,0.77113900337205
2012-03-31,0.5500723739952242
2012-04-01,0.4334521570221333
2012-04-02,0.48150155209338436
2012-04-03,0.35081561681353013
2012-04-04,0.6273102182665232
2012-04-05,0.304119857616295
2012-04-06,0.4763241265906287
2012-04-07,0.6755650364303862
2012-04-08,0.99964714857718
2012-04-09,1.2319178368461494
2012-04-10,0.9766236057949582
2012-04-11,0.5565193093283733
