date,mean
2012-01-19,0.7335640418730377
2012-01-20,1.050874867620928
2012-01-21,0.5132128567965404
2012-01-22,0.3971730011830284
2012-01-23,0.2686651846848082
2012-01-24,0.8086062563503327
2012-01-25,0.7144980778524018
2012-01-26,0.5927501596222119
2012-01-28,0.3815848295214807
2012-01-29,0.6274698830321656
2012-01-30,0.8798530359708966
2012-01-31,0.8918021124268405
2012-02-01,0.3029473848164309
2012-02-02,0.3516123685519084
2012-02-03,0.6555947299162925
2012-02-04,2.180302578990348
2012-02-05,0.936071634804556
2012-02-06,0.7240892559972454
2012-02-07,0.694974814737972
2012-02-08,0.5896825878050482
2012-02-09,1.3280279357587503
2012-02-10,1.0677996381291368
2012-02-11,0.5159333715656108
2012-02-12,0.037500000000000006
2012-02-14,0.47467236840002247
2012-02-15,0.3336603066349627
2012-02-17,0.8002441256519244
2012-02-20,0.43198570530848784
2012-02-21,0.797768053915002
2012-02-22,0.6738833021145103
2012-02-23,0.43965952361547755
2012-02-24,0.4953695141448195
2012-02-25,0.6128655921032897
2012-02-26,1.122722722857579
2012-02-27,0.7166117296934682
2012-02-28,0.33916119393761335
2012-02-29,0.5372882790310707
2012-03-01,0.7667206946769524
2012-03-02,1.2786712178572486
2012-03-03,0.3094613219031212
2012-03-04,1.21236481934786
2012-03-05,0.7023250885579863
2012-03-06,0.4306367779715328
2012-03-07,2.454547901683706
2012-03-08,0.5548663408113599
2012-03-09,0.3629141286523045
2012-03-11,3.144055002806956
2012-03-12,0.6591287128712873
2012-03-13,1.3149990693919567
2012-03-14,0.5507876404078722
2012-03-16,0.19868841587466343
2012-03-17,0.36260187622517803
2012-03-18,0.9921177644051277
2012-03-19,0.9229956542471964
2012-03-20,0.583533445966235
2012-03-22,0.4102784846405701
2012-03-23,0.8051046195752994
2012-03-27,0.520449386282181
2012-03-29,4.122125891939611
2012-03-30,1.0362043103151997
2012-03-31,0.6859397436687278
2012-04-01,0.6975314507182956
2012-04-02,1.1288200392095529
2012-04-03,1.7366542146936317
2012-04-04,1.2705084904545882
2012-04-05,1.8013526436463467
2012-04-06,0.5329712578534818
2012-04-07,0.4853092153341485
2012-04-08,0.8168848079387306
2012-04-09,0.7594042041948883
2012-04-10,0.5990754463172375
2012-04-11,0.792036605035547
2012-04-12,0.7152243117311088
2012-04-13,0.9316286922755316
2012-04-14,1.42723285521133
2012-04-15,1.0926303508898496
2012-04-16,1.029258602116202
2012-04-17,0.7149394832387129
2012-04-18,0.8045197364622508
2012-04-19,1.359720993885975
2012-04-20,1.2012279659740437
2012-04-21,0.6554785417472784
2012-04-22,0.7566065374944835
2012-04-23,0.327367659042245
2012-04-24,0.8446053680854491
2012-04-25,1.5404364199436182
2012-04-26,0.8432831002853469
2012-04-27,0.8556092439074521
2012-04-28,0.7703771411769952
2012-04-29,1.0865596893001699
2012-04-30,1.3450598856654776
2012-05-01,0.7406362063141522
2012-05-02,0.9531935647861939
2012-05-03,0.3908394231074805
2012-05-04,0.4657484400345933
2012-05-05,0.9116128495625241
2012-05-06,0.6799110829979461
2012-05-07,1.3655118829805952
2012-05-08,0.4285851553213155
2012-05-09,0.699939972947809
2012-05-10,0.26989586865315496
2012-05-11,0.917176212345788
2012-05-12,0.4515478402478275
2012-05-14,0.28111329349710396
2012-05-15,0.6441941074523398
2012-05-16,0.47340837082290327
2012-05-17,0.7455357142857143
2012-05-18,0.7798722849871456
2012-05-22,1.2867538393956726
2012-05-23,0.8325504994971789
2012-05-24,0.45649241146711644
2012-05-25,8.978312272444265
2012-05-26,1.0399113553351735
2012-05-27,1.288015203034559
2012-05-29,0.3476540629623491
2012-05-30,0.21397597581238037
2012-05-31,0.2956015033113306
2012-06-03,0.46666666666666673
2012-06-04,0.23138190108425527
2012-06-08,0.5116068849188393
2012-06-09,0.6527113190356393
2012-06-11,0.45621275144406875
2012-06-16,0.4290098496860425
2012-06-18,1.2830775640580472
2012-06-21,0.1993469361232047
2012-06-23,0.9736525961903012
2012-06-24,0.8369386153042041
2012-06-25,0.531358720555207
2012-06-26,0.6226500426346914
2012-06-29,0.3716913027203574
2012-06-30,0.353822086262178
2012-07-04,3.900910578399047
2012-07-05,2.8544838042740337
2012-07-06,0.6122767704400928
2012-07-07,0.6794260393672473
2012-07-08,0.7202613785386315
2012-07-09,1.0364963503649638
2012-07-10,0.08551034975017845
2012-07-13,0.22708128290641222
2012-07-14,1.0021687201506222
2012-07-15,0.46708129342246857
2012-07-16,0.21608834505525729
2012-07-18,0.47471754423363866
2012-07-21,0.1434156976744186
2012-07-23,0.30000000000000004
2012-07-25,0.3257901506798971
2012-07-26,1.0773284454402856
2012-07-27,0.22789430122938437
2012-07-28,0.2252336448598131
2012-08-02,2.5877937929755714
2012-08-08,0.6000000000000001
2012-08-09,0.3058823529411765
2012-08-11,0.764698891105303
2012-08-12,0.4882563545111831
2012-08-17,0.748480373269143
2012-08-18,0.8237588652482271
2012-08-19,0.3842113593764815
2012-08-21,0.6246387525445816
2012-08-23,0.4729995178485352
2012-08-25,0.7205127934993183
2012-08-26,0.6629553022938351
2012-08-27,0.6825302315134636
2012-08-29,0.17403419886003813
2012-09-02,5.133194444444446
2012-09-03,0.6396072859182375
2012-09-04,0.30420420420420413
2012-09-05,1.516144273962818
2012-09-06,1.013411547178279
2012-09-08,0.6304534948302329
2012-09-09,0.3678597925368704
2012-09-11,0.8941704174116781
2012-09-12,0.7771840715027031
2012-09-13,0.2
2012-09-16,0.6551751874065046
2012-09-18,0.5531045224757203
2012-09-20,0.7730210176145887
2012-09-22,1.3320598410702689
2012-09-23,0.24970828248269103
2012-09-24,0.4268604123783276
2012-09-25,1.8428571428571412
2012-09-27,0.6576421375168069
2012-09-30,21.875728155339807
2012-10-01,2.740944439966989
2012-10-02,2.560573325367241
2012-10-03,1.3917511987589568
2012-10-04,1.1773945608751815
2012-10-05,0.546915010603209
2012-10-06,0.7203224858371848
2012-10-07,0.6969785943438143
2012-10-08,0.9844714351495246
2012-10-09,0.3694910536051119
2012-10-10,0.21815173974411028
2012-10-11,0.5942748091603073
2012-10-12,1.2624707817318777
2012-10-13,1.0423101071261094
